date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260305,CE,24600,2026-03-05 14:37:00.202000+05:30,2026-03-05 14:58:18.364000+05:30,228.0,351.2,65,8008.0,97.74,7910.26,Flip,2026-03
20260305,PE,24600,2026-03-05 11:37:01.089000+05:30,2026-03-05 11:54:36.800000+05:30,228.1,234.4,65,409.5,83.16,326.34,Flip,2026-03
20260305,PE,24600,2026-03-05 13:42:00.932000+05:30,2026-03-05 13:43:52.638000+05:30,219.95,207.45,65,-812.5,79.55,-892.05,Flip,2026-03
20260305,PE,24600,2026-03-05 15:15:00.474000+05:30,2026-03-05 15:25:59.735000+05:30,172.7,169.15,65,-230.75,73.39,-304.14,EOD,2026-03
20260306,CE,24600,2026-03-06 13:38:00.358000+05:30,2026-03-06 13:39:29.013000+05:30,226.65,205.25,65,-1391.0,79.48,-1470.48,Flip,2026-03
20260309,CE,23900,2026-03-09 10:52:01.071000+05:30,2026-03-09 10:59:45.830000+05:30,188.7,189.55,65,55.25,76.4,-21.15,Flip,2026-03
20260310,CE,24200,2026-03-10 12:55:00.496000+05:30,2026-03-10 13:06:58.807000+05:30,68.5,61.7,65,-442.0,56.91,-498.91,Flip,2026-03
20260310,PE,24200,2026-03-10 11:51:00.341000+05:30,2026-03-10 11:54:17.619000+05:30,58.45,50.35,65,-526.5,55.2,-581.7,Flip,2026-03
20260311,CE,24250,2026-03-11 13:31:00.416000+05:30,2026-03-11 13:38:02.868000+05:30,191.95,182.2,65,-633.75,75.58,-709.33,Flip,2026-03
20260311,PE,24250,2026-03-11 14:25:00.614000+05:30,2026-03-11 14:27:49.574000+05:30,484.0,460.0,65,-1560.0,118.83,-1678.83,Flip,2026-03
20260312,CE,23600,2026-03-12 10:38:00.990000+05:30,2026-03-12 10:49:36.276000+05:30,357.0,335.5,65,-1397.5,99.56,-1497.06,Flip,2026-03
20260312,CE,23600,2026-03-12 13:25:00.538000+05:30,2026-03-12 13:43:37.111000+05:30,342.95,381.1,65,2479.75,104.84,2374.91,Flip,2026-03
20260312,PE,23600,2026-03-12 11:22:00.527000+05:30,2026-03-12 11:24:59.155000+05:30,230.1,212.85,65,-1121.25,80.53,-1201.78,Flip,2026-03
